Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
América Central e Caribe;2;El Salvador;61;Amazonas;4;Aérea;1;2022;Dezembro;12;2
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Maio;5;2
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Setembro;9;1
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Outubro;10;1
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Terrestre;2;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Amazonas;4;Fluvial;4;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Bahia;5;Marítima;3;2022;Dezembro;12;1
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Fevereiro;2;1
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Abril;4;1
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Outubro;10;2
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Novembro;11;1
América Central e Caribe;2;El Salvador;61;Ceará;6;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Ceará;6;Marítima;3;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Janeiro;1;5
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Fevereiro;2;2
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;março;3;8
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Abril;4;6
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Maio;5;3
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Junho;6;8
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Julho;7;8
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Agosto;8;6
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Setembro;9;10
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Outubro;10;3
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Novembro;11;17
América Central e Caribe;2;El Salvador;61;Distrito Federal;7;Aérea;1;2022;Dezembro;12;4
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;março;3;1
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Junho;6;1
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Terrestre;2;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Fluvial;4;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Janeiro;1;2
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Fevereiro;2;1
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Abril;4;3
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Maio;5;2
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Junho;6;21
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Julho;7;3
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Agosto;8;4
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Setembro;9;30
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Novembro;11;3
América Central e Caribe;2;El Salvador;61;Minas Gerais;13;Aérea;1;2022;Dezembro;12;1
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Pará;14;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Pará;14;Terrestre;2;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Pará;14;Marítima;3;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Pará;14;Fluvial;4;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;março;3;5
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Novembro;11;1
América Central e Caribe;2;El Salvador;61;Paraná;16;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Janeiro;1;5
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Fevereiro;2;1
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;março;3;14
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Abril;4;11
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Maio;5;8
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Junho;6;14
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Julho;7;12
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Agosto;8;13
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Setembro;9;9
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Outubro;10;18
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Novembro;11;18
América Central e Caribe;2;El Salvador;61;Paraná;16;Terrestre;2;2022;Dezembro;12;12
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Paraná;16;Marítima;3;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Junho;6;1
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Pernambuco;17;Marítima;3;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Janeiro;1;10
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Fevereiro;2;9
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;março;3;27
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Abril;4;45
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Maio;5;51
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Junho;6;53
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Julho;7;50
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Agosto;8;63
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Setembro;9;46
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Outubro;10;52
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Novembro;11;61
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Aérea;1;2022;Dezembro;12;63
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Rio de Janeiro;19;Marítima;3;2022;Dezembro;12;4
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Aérea;1;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Janeiro;1;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;março;3;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Abril;4;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Maio;5;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Junho;6;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Julho;7;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Agosto;8;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Setembro;9;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Outubro;10;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Novembro;11;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Norte;20;Marítima;3;2022;Dezembro;12;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Sul;21;Aérea;1;2022;Janeiro;1;4
América Central e Caribe;2;El Salvador;61;Rio Grande do Sul;21;Aérea;1;2022;Fevereiro;2;0
América Central e Caribe;2;El Salvador;61;Rio Grande do Sul;21;Aérea;1;2022;março;3;3
América Central e Caribe;2;El Salvador;61;Rio Grande do Sul;21;Aérea;1;2022;Abril;4;3
América Central e Caribe;2;El Salvador;61;Rio Grande do Sul;21;Aérea;1;2022;Maio;5;3
América Central e Caribe;2;El Salvador;61;Rio Grande do Sul;21;Aérea;1;2022;Junho;6;3
